Species,Family,Order,Class,Common name
Cervus nippon,Cervidae,Artiodactyla,Mammalia,Sika
Cervus nippon,Cervidae,Artiodactyla,Mammalia,Sika
Muntiacus crinifrons,Cervidae,Artiodactyla,Mammalia,Black Muntjac
Muntiacus muntjak,Cervidae,Artiodactyla,Mammalia,Indian muntjac
Hydropotes inermis,Cervidae,Artiodactyla,Mammalia,Chinese Water Deer
Rusa unicolor,Cervidae,Artiodactyla,Mammalia,Sambar
Elaphodus cephalophus,Cervidae,Artiodactyla,Mammalia,Tufted Deer
Muntiacus reevesi,Cervidae,Artiodactyla,Mammalia,Reeves' Muntjac
Cervus nippon,Cervidae,Artiodactyla,Mammalia,Sika
Muntiacus reevesi,Cervidae,Artiodactyla,Mammalia,Reeves' Muntjac
Elaphurus davidianus,Cervidae,Artiodactyla,Mammalia,Pere David's Deer
Giraffa camelopardalis,Giraffidae,Artiodactyla,Mammalia,Giraffe
Okapia johnstoni,Giraffidae,Artiodactyla,Mammalia,Okapi
Giraffa camelopardalis,Giraffidae,Artiodactyla,Mammalia,Giraffe
Hexaprotodon liberiensis,Hippopotamidae,Artiodactyla,Mammalia,Pygmy Hippopotamus
Hippopotamus amphibius,Hippopotamidae,Artiodactyla,Mammalia,Common Hippopotamus
Moschus chrysogaster,Moschidae,Artiodactyla,Mammalia,Alpine Musk Deer
Moschus anhuiensis,Moschidae,Artiodactyla,Mammalia,Anhui Musk Deer
Moschus moschiferus,Moschidae,Artiodactyla,Mammalia,Siberian Musk Deer
Moschus berezovskii,Moschidae,Artiodactyla,Mammalia,Chinese forest musk deer
Sus barbatus,Suidae,Artiodactyla,Mammalia,Bearded Pig
Sus celebensis,Suidae,Artiodactyla,Mammalia,Celebes Warty Pig
Sus verrucosus,Suidae,Artiodactyla,Mammalia,Java Warty Pig
Sus cebifrons,Suidae,Artiodactyla,Mammalia,Visayan Warty Pig
Sus scrofa,Suidae,Artiodactyla,Mammalia,Wild Boar
Potamochoerus porcus,Suidae,Artiodactyla,Mammalia,Red River Hog
Sus scrofa,Suidae,Artiodactyla,Mammalia,Wild Boar
Sus scrofa,Suidae,Artiodactyla,Mammalia,Wild Boar
Phacochoerus africanus,Suidae,Artiodactyla,Mammalia,Common Wart-hog
Pecari tajacu,Tayassuidae,Artiodactyla,Mammalia,Collared Peccary
Tragulus kanchil,Tragulidae,Artiodactyla,Mammalia,Lesser Mouse-deer
Hyemoschus aquaticus,Tragulidae,Artiodactyla,Mammalia,Water Chevrotain
Ailurus fulgens,Ailuridae,Carnivora,Mammalia,Red Panda
Ailurus fulgens,Ailuridae,Carnivora,Mammalia,Red Panda
Urocyon cinereoargenteus,Canidae,Carnivora,Mammalia,Gray Fox
Vulpes lagopus,Canidae,Carnivora,Mammalia,Arctic Fox
Chrysocyon brachyurus,Canidae,Carnivora,Mammalia,Maned Wolf
Vulpes corsac,Canidae,Carnivora,Mammalia,Corsac Fox
Vulpes zerda,Canidae,Carnivora,Mammalia,Fennec Fox
Nyctereutes procyonoides,Canidae,Carnivora,Mammalia,Raccoon dog
Cuon alpinus,Canidae,Carnivora,Mammalia,Asiatic wild dog
Canis lupus,Canidae,Carnivora,Mammalia,Lobo gris
Canis lupus,Canidae,Carnivora,Mammalia,Lobo gris
Canis lupus,Canidae,Carnivora,Mammalia,Lobo gris
Vulpes vulpes,Canidae,Carnivora,Mammalia,Red Fox
Canis latrans,Canidae,Carnivora,Mammalia,Coyote
Canis lupus,Canidae,Carnivora,Mammalia,Lobo gris
Canis lupus,Canidae,Carnivora,Mammalia,Lobo gris
Catopuma temminckii,Felidae,Carnivora,Mammalia,Asian Golden Cat
Lynx lynx,Felidae,Carnivora,Mammalia,Eurasian Lynx
Panthera onca,Felidae,Carnivora,Mammalia,Jaguar
Panthera leo,Felidae,Carnivora,Mammalia,Lion
Puma concolor,Felidae,Carnivora,Mammalia,Cougar
Prionailurus bengalensis,Felidae,Carnivora,Mammalia,Leopard Cat
Panthera tigris,Felidae,Carnivora,Mammalia,Tiger
Lynx rufus,Felidae,Carnivora,Mammalia,Bobcat
Acinonyx jubatus,Felidae,Carnivora,Mammalia,Cheetah
Felis catus,Felidae,Carnivora,Mammalia,Domestic Cat
Uncia uncia,Felidae,Carnivora,Mammalia,Snow leopard
Panthera tigris,Felidae,Carnivora,Mammalia,Tiger
Panthera pardus,Felidae,Carnivora,Mammalia,Leopard
Neofelis nebulosa,Felidae,Carnivora,Mammalia,Clouded Leopard
Herpestes javanicus,Herpestidae,Carnivora,Mammalia,Indian mongoose
Crocuta crocuta,Hyaenidae,Carnivora,Mammalia,Spotted Hyena
Hyaena hyaena,Hyaenidae,Carnivora,Mammalia,Striped Hyena
Mephitis mephitis,Mephitidae,Carnivora,Mammalia,Striped Skunk
Spilogale putorius,Mephitidae,Carnivora,Mammalia,Eastern Spotted Skunk
Mustela erminea,Mustelidae,Carnivora,Mammalia,Ermine
Mustela nigripes,Mustelidae,Carnivora,Mammalia,Black-footed Ferret
Mustela altaica,Mustelidae,Carnivora,Mammalia,Mountain Weasel
Martes martes,Mustelidae,Carnivora,Mammalia,European Pine Marten
Mustela kathiah,Mustelidae,Carnivora,Mammalia,Yellow-bellied Weasel
Martes pennanti,Mustelidae,Carnivora,Mammalia,Fisher
Taxidea taxus,Mustelidae,Carnivora,Mammalia,American Badger
Arctonyx collaris,Mustelidae,Carnivora,Mammalia,Hog Badger
Melogale moschata,Mustelidae,Carnivora,Mammalia,Chinese Ferret-badger
Martes foina,Mustelidae,Carnivora,Mammalia,Beech Marten
Martes americana,Mustelidae,Carnivora,Mammalia,American Marten
Neovison vison,Mustelidae,Carnivora,Mammalia,American Mink
Mustela frenata,Mustelidae,Carnivora,Mammalia,Comadreja cola larga
Mustela nivalis,Mustelidae,Carnivora,Mammalia,Least Weasel
Mustela putorius,Mustelidae,Carnivora,Mammalia,European Polecat
Mustela sibirica,Mustelidae,Carnivora,Mammalia,Siberian Weasel
Martes flavigula,Mustelidae,Carnivora,Mammalia,Yellow-throated Marten
Martes zibellina,Mustelidae,Carnivora,Mammalia,Sable
Lutra lutra,Mustelidae,Carnivora,Mammalia,European Otter
Meles meles,Mustelidae,Carnivora,Mammalia,European Badger
Meles anakuma,Mustelidae,Carnivora,Mammalia,Japanese Badger
Gulo gulo,Mustelidae,Carnivora,Mammalia,Wolverine
Martes melampus,Mustelidae,Carnivora,Mammalia,Japanese Marten
Enhydra lutris,Mustelidae,Carnivora,Mammalia,Nutria marina
Nandinia binotata,Nandiniidae,Carnivora,Mammalia,African Palm Civet
Odobenus rosmarus,Odobenidae,Carnivora,Mammalia,Walrus
Callorhinus ursinus,Otariidae,Carnivora,Mammalia,Northern Fur Seal
Eumetopias jubatus,Otariidae,Carnivora,Mammalia,Steller Sea Lion
Neophoca cinerea,Otariidae,Carnivora,Mammalia,Australian Sealion
Arctocephalus townsendi,Otariidae,Carnivora,Mammalia,Guadalupe Fur Seal
Arctocephalus pusillus,Otariidae,Carnivora,Mammalia,Brown Fur Seal
Phocarctos hookeri,Otariidae,Carnivora,Mammalia,Auckland sea lion
Zalophus californianus,Otariidae,Carnivora,Mammalia,California Sealion
Arctocephalus forsteri,Otariidae,Carnivora,Mammalia,Antipodean fur seal
Halichoerus grypus,Phocidae,Carnivora,Mammalia,Atlantic gray seal
Phoca vitulina,Phocidae,Carnivora,Mammalia,Foca comun
Pusa caspica,Phocidae,Carnivora,Mammalia,Caspian Seal
Lobodon carcinophaga,Phocidae,Carnivora,Mammalia,Crabeater Seal
Erignathus barbatus,Phocidae,Carnivora,Mammalia,Bearded Seal
Cystophora cristata,Phocidae,Carnivora,Mammalia,Hooded Seal
Phoca largha,Phocidae,Carnivora,Mammalia,Spotted Seal
Phoca groenlandica,Phocidae,Carnivora,Mammalia,Harp Seal
Phoca fasciata,Phocidae,Carnivora,Mammalia,Ribbon Seal
Monachus schauinslandi,Phocidae,Carnivora,Mammalia,Hawaiian Monk Seal
Hydrurga leptonyx,Phocidae,Carnivora,Mammalia,Leopard seal
Pusa sibirica,Phocidae,Carnivora,Mammalia,Baikal Seal
Pusa hispida,Phocidae,Carnivora,Mammalia,Ringed Seal
Mirounga leonina,Phocidae,Carnivora,Mammalia,Southern Elephant Seal
Leptonychotes weddellii,Phocidae,Carnivora,Mammalia,Weddell Seal
Nasua nasua,Procyonidae,Carnivora,Mammalia,South American Coati
Procyon lotor,Procyonidae,Carnivora,Mammalia,Mapache comun
Ursus thibetanus,Ursidae,Carnivora,Mammalia,Asian Black Bear
Ursus thibetanus,Ursidae,Carnivora,Mammalia,Asian Black Bear
Ursus spelaeus,Ursidae,Carnivora,Mammalia,bears
Ursus thibetanus,Ursidae,Carnivora,Mammalia,Asian Black Bear
Tremarctos ornatus,Ursidae,Carnivora,Mammalia,Spectacled Bear
Melursus ursinus,Ursidae,Carnivora,Mammalia,Sloth Bear
Helarctos malayanus,Ursidae,Carnivora,Mammalia,Malayan Sun Bear
Ailuropoda melanoleuca,Ursidae,Carnivora,Mammalia,Bamboo Bear
Ursus thibetanus,Ursidae,Carnivora,Mammalia,Asian Black Bear
Ursus thibetanus,Ursidae,Carnivora,Mammalia,Asian Black Bear
Ursus maritimus,Ursidae,Carnivora,Mammalia,Polar Bear
Ursus arctos,Ursidae,Carnivora,Mammalia,Brown Bear
Ursus americanus,Ursidae,Carnivora,Mammalia,American Black Bear
Viverricula indica,Viverridae,Carnivora,Mammalia,Small Indian Civet
Prionodon pardicolor,Viverridae,Carnivora,Mammalia,Spotted Linsang
Genetta servalina,Viverridae,Carnivora,Mammalia,Servaline Genet
Eubalaena japonica,Balaenidae,Cetacea,Mammalia,North Pacific Right Whale
Eubalaena australis,Balaenidae,Cetacea,Mammalia,Southern Right Whale
Balaena mysticetus,Balaenidae,Cetacea,Mammalia,Bowhead
Balaenoptera omurai,Balaenopteridae,Cetacea,Mammalia,Omurai's Whale
Balaenoptera edeni,Balaenopteridae,Cetacea,Mammalia,Ballena tropical
Balaenoptera brydei,Balaenopteridae,Cetacea,Mammalia,Bryde's whale
Balaenoptera bonaerensis,Balaenopteridae,Cetacea,Mammalia,Antarctic Minke Whale
Megaptera novaeangliae,Balaenopteridae,Cetacea,Mammalia,Ballena jorobada
Balaenoptera borealis,Balaenopteridae,Cetacea,Mammalia,Ballena de Sei
Balaenoptera acutorostrata,Balaenopteridae,Cetacea,Mammalia,Ballena menor
Balaenoptera musculus,Balaenopteridae,Cetacea,Mammalia,Ballena azul
Balaenoptera physalus,Balaenopteridae,Cetacea,Mammalia,Ballena de aleta
Globicephala macrorhynchus,Delphinidae,Cetacea,Mammalia,Short-finned Pilot Whale
Orcinus orca,Delphinidae,Cetacea,Mammalia,Killer Whale
Tursiops australis,Delphinidae,Cetacea,Mammalia,bottlenose dolphins
Cephalorhynchus heavisidii,Delphinidae,Cetacea,Mammalia,Haviside's Dolphin
Orcaella heinsohni,Delphinidae,Cetacea,Mammalia,Australian snubfin dolphin
Orcaella brevirostris,Delphinidae,Cetacea,Mammalia,Irrawaddy Dolphin
Peponocephala electra,Delphinidae,Cetacea,Mammalia,Calderon
Feresa attenuata,Delphinidae,Cetacea,Mammalia,Orca pigmea
Pseudorca crassidens,Delphinidae,Cetacea,Mammalia,False Killer Whale
Globicephala melas,Delphinidae,Cetacea,Mammalia,Long-finned Pilot Whale
Lagenorhynchus albirostris,Delphinidae,Cetacea,Mammalia,White-beaked Dolphin
Grampus griseus,Delphinidae,Cetacea,Mammalia,Delfin chato
Tursiops truncatus,Delphinidae,Cetacea,Mammalia,Bottlenose Dolphin
Stenella attenuata,Delphinidae,Cetacea,Mammalia,Delfin moteado
Delphinus capensis,Delphinidae,Cetacea,Mammalia,Long-beaked Common Dolphin
Tursiops aduncus,Delphinidae,Cetacea,Mammalia,Indian Ocean bottlenose dolphin
Sousa chinensis,Delphinidae,Cetacea,Mammalia,Chinese white dolphin
Stenella coeruleoalba,Delphinidae,Cetacea,Mammalia,Delfin listado
Eschrichtius robustus,Eschrichtiidae,Cetacea,Mammalia,Ballena gris
Mesoplodon grayi,Hyperoodontidae,Cetacea,Mammalia,Gray's Beaked Whale
Mesoplodon densirostris,Hyperoodontidae,Cetacea,Mammalia,Ballena-picuda de Blainsville
Ziphius cavirostris,Hyperoodontidae,Cetacea,Mammalia,Ballena-picuda de Couvier
Mesoplodon europaeus,Hyperoodontidae,Cetacea,Mammalia,Gervais' Beaked Whale
Hyperoodon ampullatus,Hyperoodontidae,Cetacea,Mammalia,North Atlantic bottle-nosed whale
Berardius bairdii,Hyperoodontidae,Cetacea,Mammalia,Baird's Beaked Whale
Lipotes vexillifer,Iniidae,Cetacea,Mammalia,Baiji
Pontoporia blainvillei,Iniidae,Cetacea,Mammalia,Franciscana
Inia geoffrensis,Iniidae,Cetacea,Mammalia,Amazon River Dolphin
Kogia breviceps,Kogiidae,Cetacea,Mammalia,Cachalote pigmeo
Monodon monoceros,Monodontidae,Cetacea,Mammalia,Narwhal
Caperea marginata,Neobalaenidae,Cetacea,Mammalia,Pygmy Right Whale
Neophocaena asiaeorientalis,Phocoenidae,Cetacea,Mammalia,
Neophocaena phocaenoides,Phocoenidae,Cetacea,Mammalia,Finless Porpoise
Phocoena phocoena,Phocoenidae,Cetacea,Mammalia,Harbor Porpoise
Physeter catodon,Physeteridae,Cetacea,Mammalia,Sperm Whale
Platanista minor,Platanistidae,Cetacea,Mammalia,Indus River Dolphin
Hipposideros armiger,Hipposideridae,Chiroptera,Mammalia,Great Leaf-nosed Bat
Pteronotus parnellii,Mormoopidae,Chiroptera,Mammalia,Common Mustached Bat
Pteronotus rubiginosus,Mormoopidae,Chiroptera,Mammalia,moustached bats
Mystacina tuberculata,Mystacinidae,Chiroptera,Mammalia,New Zealand Lesser Short-tailed Bat
Vampyrum spectrum,Phyllostomidae,Chiroptera,Mammalia,Spectral Bat
Tonatia saurophila,Phyllostomidae,Chiroptera,Mammalia,Stripe-headed Round-eared Bat
Sturnira tildae,Phyllostomidae,Chiroptera,Mammalia,Tilda yellow-shouldered bat
Rhinophylla pumilio,Phyllostomidae,Chiroptera,Mammalia,Dwarf Little Fruit Bat
Lophostoma silvicolum,Phyllostomidae,Chiroptera,Mammalia,White-throated Round-eared Bat
Desmodus rotundus,Phyllostomidae,Chiroptera,Mammalia,Common Vampire Bat
Carollia perspicillata,Phyllostomidae,Chiroptera,Mammalia,Seba's Short-tailed Bat
Brachyphylla cavernarum,Phyllostomidae,Chiroptera,Mammalia,Antillean Fruit-eating Bat
Anoura caudifer,Phyllostomidae,Chiroptera,Mammalia,Tailed Tailless Bat
Micronycteris megalotis,Phyllostomidae,Chiroptera,Mammalia,Little Big-eared Bat
Artibeus lituratus,Phyllostomidae,Chiroptera,Mammalia,Great Fruit-eating Bat
Artibeus jamaicensis,Phyllostomidae,Chiroptera,Mammalia,Jamaican Fruit-eating Bat
Pteropus vampyrus,Pteropodidae,Chiroptera,Mammalia,Large Flying Fox
Cynopterus brachyotis,Pteropodidae,Chiroptera,Mammalia,Lesser Short-nosed Fruit Bat
Pteropus alecto,Pteropodidae,Chiroptera,Mammalia,Black Flying Fox
Rousettus aegyptiacus,Pteropodidae,Chiroptera,Mammalia,Egyptian Rousette
Pteropus scapulatus,Pteropodidae,Chiroptera,Mammalia,Little Red Flying Fox
Pteropus dasymallus,Pteropodidae,Chiroptera,Mammalia,Ryukyu Flying Fox
Rhinolophus macrotis,Rhinolophidae,Chiroptera,Mammalia,Big-eared Horseshoe Bat
Rhinolophus ferrumequinum,Rhinolophidae,Chiroptera,Mammalia,Greater Horseshoe Bat
Rhinolophus luctus,Rhinolophidae,Chiroptera,Mammalia,Woolly Horseshoe Bat
Rhinolophus ferrumequinum,Rhinolophidae,Chiroptera,Mammalia,Greater Horseshoe Bat
Rhinolophus monoceros,Rhinolophidae,Chiroptera,Mammalia,Formosan Lesser Horseshoe Bat
Rhinolophus pumilus,Rhinolophidae,Chiroptera,Mammalia,
Rhinolophus formosae,Rhinolophidae,Chiroptera,Mammalia,Formosan Woolly Horseshoe Bat
Murina leucogaster,Vespertilionidae,Chiroptera,Mammalia,Greater Tube-nosed Bat
Myotis davidii,Vespertilionidae,Chiroptera,Mammalia,David's Myotis
Myotis brandtii,Vespertilionidae,Chiroptera,Mammalia,Brandt's Myotis
Vespertilio sinensis,Vespertilionidae,Chiroptera,Mammalia,Asian Particolored Bat
Myotis formosus,Vespertilionidae,Chiroptera,Mammalia,Hodgson's Myotis
Myotis ikonnikovi,Vespertilionidae,Chiroptera,Mammalia,Ikonnikov's Myotis
Myotis macrodactylus,Vespertilionidae,Chiroptera,Mammalia,Big-footed Myotis
Eptesicus serotinus,Vespertilionidae,Chiroptera,Mammalia,Common Serotine
Murina ussuriensis,Vespertilionidae,Chiroptera,Mammalia,Ussuri tube-nosed bat
Lasiurus borealis,Vespertilionidae,Chiroptera,Mammalia,Eastern Red Bat
Plecotus rafinesquii,Vespertilionidae,Chiroptera,Mammalia,Rafinesque's big-eared bat
Plecotus auritus,Vespertilionidae,Chiroptera,Mammalia,Brown Long-eared Bat
Pipistrellus abramus,Vespertilionidae,Chiroptera,Mammalia,Japanese Pipistrelle
Chalinolobus tuberculatus,Vespertilionidae,Chiroptera,Mammalia,Long-tailed Wattled Bat
Dasypus novemcinctus,Dasypodidae,Cingulata,Mammalia,Armadillo nueve bandas
Sarcophilus harrisii,Dasyuridae,Dasyuromorphia,Mammalia,Tasmanian Devil
Sminthopsis crassicaudata,Dasyuridae,Dasyuromorphia,Mammalia,Fat-tailed Dunnart
Dasyurus hallucatus,Dasyuridae,Dasyuromorphia,Mammalia,Northern Quoll
Phascogale tapoatafa,Dasyuridae,Dasyuromorphia,Mammalia,Brush-tailed Phascogale
Sminthopsis douglasi,Dasyuridae,Dasyuromorphia,Mammalia,Julia Creek Dunnart
Myrmecobius fasciatus,Myrmecobiidae,Dasyuromorphia,Mammalia,Numbat
Thylacinus cynocephalus,Thylacinidae,Dasyuromorphia,Mammalia,Tasmanian tiger
Galeopterus variegatus,Cynocephalidae,Dermoptera,Mammalia,Sunda Flying Lemur
Metachirus nudicaudatus,Didelphidae,Didelphimorphia,Mammalia,Brown Four-eyed Opossum
Monodelphis domestica,Didelphidae,Didelphimorphia,Mammalia,Gray Short-tailed Opossum
Thylamys elegans,Didelphidae,Didelphimorphia,Mammalia,Elegant Fat-tailed Mouse Opossum
Didelphis virginiana,Didelphidae,Didelphimorphia,Mammalia,Tlacuache norteno
Distoechurus pennatus,Acrobatidae,Diprotodontia,Mammalia,Feather-tailed Possum
Macropus robustus,Macropodidae,Diprotodontia,Mammalia,Wallaroo
Lagostrophus fasciatus,Macropodidae,Diprotodontia,Mammalia,Banded Hare-wallaby
Lagorchestes hirsutus,Macropodidae,Diprotodontia,Mammalia,Rufous Hare-wallaby
Dactylopsila trivirgata,Petauridae,Diprotodontia,Mammalia,Striped Possum
Petaurus breviceps,Petauridae,Diprotodontia,Mammalia,Sugar Glider
Phalanger vestitus,Phalangeridae,Diprotodontia,Mammalia,Stein's Cuscus
Trichosurus vulpecula,Phalangeridae,Diprotodontia,Mammalia,Common Brushtail
Phascolarctos cinereus,Phascolarctidae,Diprotodontia,Mammalia,Koala
Potorous tridactylus,Potoroidae,Diprotodontia,Mammalia,Long-nosed Potoroo
Pseudocheirus peregrinus,Pseudocheiridae,Diprotodontia,Mammalia,Common Ringtail
Tarsipes rostratus,Tarsipedidae,Diprotodontia,Mammalia,Honey possum
Vombatus ursinus,Vombatidae,Diprotodontia,Mammalia,Common Wombat
Neotetracus sinensis,Erinaceidae,Erinaceomorpha,Mammalia,Shrew Gymnure
Hemiechinus auritus,Erinaceidae,Erinaceomorpha,Mammalia,Long-eared Hedgehog
Hylomys suillus,Erinaceidae,Erinaceomorpha,Mammalia,Short-tailed Gymnure
Erinaceus europaeus,Erinaceidae,Erinaceomorpha,Mammalia,West European Hedgehog
Echinosorex gymnura,Erinaceidae,Erinaceomorpha,Mammalia,Moonrat
Procavia capensis,Procaviidae,Hyracoidea,Mammalia,Rock Hyrax
Dendrohyrax dorsalis,Procaviidae,Hyracoidea,Mammalia,Western Tree Hyrax
Lepus hainanus,Leporidae,Lagomorpha,Mammalia,Hainan Hare
Lepus tolai,Leporidae,Lagomorpha,Mammalia,Tolai Hare
Lepus sinensis,Leporidae,Lagomorpha,Mammalia,Chinese Hare
Lepus coreanus,Leporidae,Lagomorpha,Mammalia,Korean Hare
Lepus americanus,Leporidae,Lagomorpha,Mammalia,Snowshoe Hare
Lepus granatensis,Leporidae,Lagomorpha,Mammalia,Granada Hare
Lepus townsendii,Leporidae,Lagomorpha,Mammalia,White-tailed Jackrabbit
Lepus timidus,Leporidae,Lagomorpha,Mammalia,Mountain Hare
Lepus capensis,Leporidae,Lagomorpha,Mammalia,Cape Hare
Oryctolagus cuniculus,Leporidae,Lagomorpha,Mammalia,European Rabbit
Lepus europaeus,Leporidae,Lagomorpha,Mammalia,European Hare
Ochotona princeps,Ochotonidae,Lagomorpha,Mammalia,American Pika
Ochotona curzoniae,Ochotonidae,Lagomorpha,Mammalia,Black-lipped Pika
Ochotona collaris,Ochotonidae,Lagomorpha,Mammalia,Collared Pika
Elephantulus sp.,Macroscelididae,Macroscelidea,Mammalia,Long-eared Elephant Shrews
Macroscelides proboscideus,Macroscelididae,Macroscelidea,Mammalia,Short-eared Elephant Shrew
Dromiciops gliroides,Microbiotheriidae,Microbiotheria,Mammalia,Monito del Monte
Ornithorhynchus anatinus,Ornithorhynchidae,Monotremata,Mammalia,Platypus
Zaglossus bruijni,Tachyglossidae,Monotremata,Mammalia,New Guinean echidna
Tachyglossus aculeatus,Tachyglossidae,Monotremata,Mammalia,Short-beaked Echidna
Notoryctes typhlops,Notoryctidae,Notoryctemorphia,Mammalia,Southern Marsupial Mole
Caenolestes fuliginosus,Caenolestidae,Paucituberculata,Mammalia,Dusky Caenolestid
Rhyncholestes raphanurus,Caenolestidae,Paucituberculata,Mammalia,Chilean 'shrew' opossum
Echymipera rufescens,Peramelidae,Peramelemorphia,Mammalia,Long-nosed Echymipera
Perameles gunnii,Peramelidae,Peramelemorphia,Mammalia,Eastern Barred Bandicoot
Isoodon macrourus,Peramelidae,Peramelemorphia,Mammalia,Northern Brown Bandicoot
Macrotis lagotis,Thylacomyidae,Peramelemorphia,Mammalia,Greater Bilby
Equus grevyi,Equidae,Perissodactyla,Mammalia,Grevy's Zebra
Equus burchellii,Equidae,Perissodactyla,Mammalia,Bontequagga
Equus ovodovi,Equidae,Perissodactyla,Mammalia,Horses
Equus hemionus,Equidae,Perissodactyla,Mammalia,Asian wild ass
Equus zebra,Equidae,Perissodactyla,Mammalia,Cape mountain zebra
Equus przewalskii,Equidae,Perissodactyla,Mammalia,Przewalski's horse
Equus zebra,Equidae,Perissodactyla,Mammalia,Cape mountain zebra
Equus kiang,Equidae,Perissodactyla,Mammalia,Kiang
Equus hemionus,Equidae,Perissodactyla,Mammalia,Asian wild ass
Equus asinus,Equidae,Perissodactyla,Mammalia,Ass
Equus caballus,Equidae,Perissodactyla,Mammalia,Horse
Ceratotherium simum,Rhinocerotidae,Perissodactyla,Mammalia,Southern White Rhinoceros
Rhinoceros unicornis,Rhinocerotidae,Perissodactyla,Mammalia,Indian One-horned Rhinoceros
Dicerorhinus sumatrensis,Rhinocerotidae,Perissodactyla,Mammalia,Asian Two-horned Rhinoceros
Rhinoceros sondaicus,Rhinocerotidae,Perissodactyla,Mammalia,Javan Rhinoceros
Diceros bicornis,Rhinocerotidae,Perissodactyla,Mammalia,African black rhinoceros
Tapirus indicus,Tapiridae,Perissodactyla,Mammalia,Malay Tapir
Manis javanica,Manidae,Pholidota,Mammalia,Sunda Pangolin
Manis tricuspis,Manidae,Pholidota,Mammalia,Tree Pangolin
Manis temminckii,Manidae,Pholidota,Mammalia,Cape pangolin
Manis pentadactyla,Manidae,Pholidota,Mammalia,Chinese Pangolin
Manis tetradactyla,Manidae,Pholidota,Mammalia,Long-tailed Pangolin
Bradypus variegatus,Bradypodidae,Pilosa,Mammalia,Brown-throated Sloth
Choloepus didactylus,Megalonychidae,Pilosa,Mammalia,Linnaeus's Two-toed Sloth
Tamandua tetradactyla,Myrmecophagidae,Pilosa,Mammalia,Southern Tamandua
Aotus azarai,Aotidae,Primates,Mammalia,Azara's Night Monkey
Aotus lemurinus,Aotidae,Primates,Mammalia,Gray-bellied Night Monkey
Aotus nancymaae,Aotidae,Primates,Mammalia,Ma's Night Monkey
Aotus azarai,Aotidae,Primates,Mammalia,Azara's Night Monkey
Lagothrix lagotricha,Atelidae,Primates,Mammalia,Humboldt's Woolly Monkey
Alouatta caraya,Atelidae,Primates,Mammalia,Black Howler
Ateles belzebuth,Atelidae,Primates,Mammalia,White-bellied Spider Monkey
Gastrimargus marmoratus,Atelidae,Primates,Mammalia,
Callithrix jacchus,Callitrichidae,Primates,Mammalia,Common Marmoset
Callimico goeldii,Callitrichidae,Primates,Mammalia,Goeldi's Marmoset
Saguinus oedipus,Callitrichidae,Primates,Mammalia,Cotton-top Tamarin
Leontopithecus rosalia,Callitrichidae,Primates,Mammalia,Golden Lion Tamarin
Callithrix pygmaea,Callitrichidae,Primates,Mammalia,Western Pygmy Marmoset
Callithrix geoffroyi,Callitrichidae,Primates,Mammalia,Geoffroy's Tufted-ear Marmoset
Saimiri oerstedii,Cebidae,Primates,Mammalia,Central American Squirrel Monkey
Saimiri boliviensis,Cebidae,Primates,Mammalia,Black-capped Squirrel Monkey
Cebus xanthosternos,Cebidae,Primates,Mammalia,Golden-bellied Capuchin
Saimiri boliviensis,Cebidae,Primates,Mammalia,Black-capped Squirrel Monkey
Cebus apella,Cebidae,Primates,Mammalia,Guianan Brown Capuchin
Saimiri sciureus,Cebidae,Primates,Mammalia,Common Squirrel Monkey
Cebus albifrons,Cebidae,Primates,Mammalia,Humboldt's White-fronted Capuchin
Macaca nemestrina,Cercopithecidae,Primates,Mammalia,Southern Pig-tailed Macaque
Macaca nigra,Cercopithecidae,Primates,Mammalia,Celebes Crested Macaque
Hamadryas epinome,Cercopithecidae,Primates,Mammalia,baboons
Macaca fuscata,Cercopithecidae,Primates,Mammalia,Japanese Macaque
Macaca tonkeana,Cercopithecidae,Primates,Mammalia,Tonkean Macaque
Macaca silenus,Cercopithecidae,Primates,Mammalia,Lion-tailed Macaque
Macaca arctoides,Cercopithecidae,Primates,Mammalia,Stump-tailed Macaque
Chlorocebus cynosuros,Cercopithecidae,Primates,Mammalia,Malbrouck
Papio anubis,Cercopithecidae,Primates,Mammalia,Olive Baboon
Trachypithecus pileatus,Cercopithecidae,Primates,Mammalia,Capped Langur
Trachypithecus cristatus,Cercopithecidae,Primates,Mammalia,Silvered Langur
Trachypithecus francoisi,Cercopithecidae,Primates,Mammalia,Francois' Langur
Allenopithecus nigroviridis,Cercopithecidae,Primates,Mammalia,Allen's Swamp Monkey
Cercocebus torquatus,Cercopithecidae,Primates,Mammalia,Collared Mangabey
Cercopithecus diana,Cercopithecidae,Primates,Mammalia,Diana Monkey
Cercopithecus lhoesti,Cercopithecidae,Primates,Mammalia,L'Hoest's Monkey
Cercopithecus mitis,Cercopithecidae,Primates,Mammalia,Blue Monkey
Macaca assamensis,Cercopithecidae,Primates,Mammalia,Assam Macaque
Mandrillus sphinx,Cercopithecidae,Primates,Mammalia,Mandrill
Lophocebus aterrimus,Cercopithecidae,Primates,Mammalia,Black Crested Mangabey
Erythrocebus patas,Cercopithecidae,Primates,Mammalia,Patas Monkey
Cercopithecus albogularis,Cercopithecidae,Primates,Mammalia,Sykes' Monkey
Cercocebus chrysogaster,Cercopithecidae,Primates,Mammalia,Golden-bellied Mangabey
Simias concolor,Cercopithecidae,Primates,Mammalia,Pig-tailed Langur
